VAREKARTOTEK;;;;;;;;;;;;;;;;;;;;;;;;;;;
"* Sikkerhetsmerking brukt i kjemikalie-/medie og gasslisten:

O: Oksyderende	F: Meget brannfarlig	T/T+:Giftig		im: ikke merkepliktig	

Xn: Helseskadelig	Xi: Irriterende		C: Etsende		N: miljøskadelig";;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
HMS;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;Subitems;1.Bestill antall;2.Velg prioritet;3.Klikk her;Best.nr.;Leverandør;Valg leverandør;Produsent;Pris inkl. rabatt;% rabatt;Pris-sjekk Sign.;Prisavtale;Vurdering pris;Varetelling;Avd.;Kategori;Forpakning;Enhet per pk;Fastbestilling;Kartotek ID;Plassering;Link /vedlegg;Kommentar;Merking/Sertifikat;Sikkerhet*;EK ref.;Last Updated
Avfallssekk LD klar / blank Coex standard 72 x 112 100 L;;10;Hent i butikk;Bestill;342329;NorEngros;;Annet;290,25;;;Ingen avtale;Ikke vurdert;Ja;Felles;Forbruksutstyr / kit;krt - 15 RLL á 10 STK;10;Nei;2448560968;;https://www.norengros.no/search?query=342329&sortOption=agreementgoods;2025pris;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Veieskip mini - PS Sort antistatisk 41x41x8mm *500;;1;Velg prioritet;Bestill;611-9181;VWR Avantor;;;372;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Felles;Forbruksutstyr / kit;;500;Nei;2974793559;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
407001 2L container gradert;;;Velg prioritet;Bestill;9945;;;Annet;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;43 stk/krt;;Nei;1819874907;;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
409726 Boks m/skrukork;;;Velg prioritet;Bestill;9526;;;Annet;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;350 pr. krt s;;Nei;1819874831;;;150ml 57x73mm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
282335 St.flaske 500ml blå kork;;1;Velg prioritet;Bestill;10669;Ivar Holte;;Annet;13568,28;;13.08.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;111 stk/krt;111;Nei;1819874746;;;500ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
282341 Steril Thio.flaske 1000ml;;3;Velg prioritet;Bestill;10519;Ivar Holte;;Annet;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;48 stk/krt;;Nei;1819874986;;;1000ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
282351 Steril flaske 1000ml PET;;6;Velg prioritet;Bestill;10513;Ivar Holte;;Annet;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;48 stk/krt;;Nei;1819874961;;;1000ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
282323 St. thiosul.fl 500ml;;1;Velg prioritet;Bestill;100101;Ivar Holte;;Annet;13568,28;;13.08.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;111 stk/krt;;Nei;1819874756;;;500ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Beger m/skrulokk 120 ml, 114x44 mm, steril, PP;;;Velg prioritet;Bestill;597.001;Sarstedt;;Annet;790;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;100 stk;;Nei;1819874979;;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Beger m/skrulokk 60 ml, 126x30 mm, steril, PP;;;Velg prioritet;Bestill;596.001;Sarstedt;;Annet;573;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;250 stk;;Nei;1819874958;;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
ET.R REN (rektifisert sprit);;;Velg prioritet;Bestill;600051;Kebo-lab;;Annet;;;;Ingen avtale;Ikke vurdert;Vet ikke;Felles;Medier / kjemikalier;;;Nei;1819875127;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Klut 4002C, steril, twirlpose;;;Velg prioritet;Bestill;12873;Labolytic;;Annet;2762;0 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;150stk;;Nei;1819875089;;;Svaber: klut steril, tørr, 32 x 17 cm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
pH: elektrode;;;Velg prioritet;Bestill;662-1318;VWR Avantor;;;4425;25 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;M/K;Forbruksutstyr / kit;;;Nei;1832874493;;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Rør: Sentrifugerør 50 ml;;;Velg prioritet;Bestill;525-1113;VWR Avantor;;Annet;1455;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;M/K;Forbruksutstyr / kit;500/eske;;Nei;1819875157;mikro, lager;;RNase/DNase-fri, -80 til 121°C, steril, 20.000×g,  plug cap;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
UltraSnap ATP svaber;;4;Velg prioritet;Bestill;10001;Labolytic;;Annet;2846,65;15 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;100stk;;Nei;1819874929;;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Svaber: Q-tips 2,5 ml;;2;Velg prioritet;Bestill;710-0431;VWR Avantor;;Annet;455;0 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;25 stk / eske;;Nei;1819874891;mikro, lager;;2,5 ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Svaber reach enkel HiCap  + pose;;4;Velg prioritet;Bestill;12587;Labolytic;Primær leverandør;Annet;1802;15 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;100 stk/eske;;Nei;1819875035;mikro, lager;;Svaber: svamp, fuktet, 4x7cm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 9:05 AM
Svaber: EZ Reach. Tørr + pose;;4;Velg prioritet;Bestill;12757;Labolytic;Primær leverandør;Annet;1680;0 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;100 stk/eske;;Nei;1819875059;mikro, lager;;4x7cm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 9:05 AM
Svaber: Klut 4010C steril, twirlpose;;;Velg prioritet;Bestill;10688;Labolytic;;Annet;1892;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;150stk;;Nei;1819874833;;;34 x 37cm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
TTC (RED SPOT) DIP-SLIDE (dipslide);;2;Velg prioritet;Bestill;DS0147A;Thermo Fisher Sci.;;;173,27;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;1;10;Nei;8349988064;;;;;;ingen;Kristin Sep 3, 2025 11:01 AM
Whirl pack bag 720ml;;;Velg prioritet;Bestill;200332;;;Annet;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;;;Nei;1819874884;;;720ml, for væske prøver uten skriefelt;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Hygicult TPC for totalkim;;4;Velg prioritet;Bestill;10220;Labolytic;;Annet;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;10/pk;;Nei;2231136526;;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Prøvetaker/Kopp, avløpsrenseanlegg 500 ml;;4;Velg prioritet;Bestill;331-0008;VWR Avantor;;;2850;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Vet ikke;Kjemi;Prøvetakingsutstyr;500 ml;;Nei;5999390854;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
"konservert flaske for Fe""+ og TOC";;30;Velg prioritet;Bestill;;ALS;;Sarstedt;;;;Ingen avtale;Ikke vurdert;Vet ikke;Mottaket;Prøvetakingsutstyr;;;Nei;2212365479;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Grønn glassflaske 1000 ml;;84;Velg prioritet;Bestill;;ALS;;Sarstedt;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;;;Nei;2212366672;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Kontrollert plastflaske 60 ml;;50;Velg prioritet;Bestill;;ALS;;Sarstedt;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;;;Nei;2212367493;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Konservert flaske for bormat, klorat, kloritt;;20;Velg prioritet;Bestill;;ALS;;Sarstedt;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;;;Nei;2212368490;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Konservert flaske for cyanid;;20;Velg prioritet;Bestill;;ALS;;Sarstedt;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;;;Nei;2212369068;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Klorrent pure 1 L;;;Velg prioritet;Bestill;343769;NorEngros;;Pure;36,96;;;Ingen avtale;Ikke vurdert;Vet ikke;;Vaskemiddel;kartong 12 flasker;11;Nei;5911956656;;https://www.norengros.no/search?query=343769&sortOption=agreementgoods;2025 pris;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Overflatedesinfeksjon 75% våtservietter 150 stk enkeltpakket;;;Velg prioritet;Bestill;294766;NorEngros;;;818,82;;;Ingen avtale;Ikke vurdert;Ja;;Vaskemiddel;1 forpaktning a 150 stk;;Nei;4288840673;;https://www.norengros.no/search?query=294766&sortOption=agreementgoods;2025 pris;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Pipettespisser, finntip 5 ml;;0;Velg prioritet;Bestill;613-2622;;;Thermo Scientific;952;;24.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;;Forbruksutstyr / kit;;;Nei;5797414518;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
GHS-etiketter GHS03;;1;Velg prioritet;Bestill;116-0279P;VWR Avantor;;;249;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Vet ikke;Felles;HMS;;;Nei;7831697140;Veierom;https://no.vwr.com/store/product/3216634/vwr-sikkerhetsetiketter-i-samsvar-med-ghs;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Aluminiumsfolie TOPPITS WM4500 HD150m(3);;;Velg prioritet;Bestill;209918;Lyreco;;Annet;1512;;;Ingen avtale;Ikke vurdert;Ja;Felles;Forbruksutstyr / kit;3/pk;;Nei;7843322968;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Virocid 10 L;;1;Velg prioritet;Bestill;;Felleskjøpet;;;1290;;;Ingen avtale;Ikke vurdert;Ja;Felles;Vaskemiddel;;1;Nei;1497165729;vaskerom;;;;F, Xn, C, N;P.S.13;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Virkon S 2,5 kg;;1;Velg prioritet;Bestill;;Felleskjøpet;;;;;;Ingen avtale;Ikke vurdert;Ja;Felles;Vaskemiddel;;;Nei;1497165721;vaskerom;;;;Xi;P.S.13;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Deconex 22 PF;;;Velg prioritet;Bestill;148-5235;VWR Avantor;;Annet;1662,5;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Felles;Vaskemiddel;10 kg;;Nei;1497165802;vaskerom;;;;C;P.S.13;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Vaskemiddel Neodisher FA, flytende, 10 liter;;;Velg prioritet;Bestill;148-0162;VWR Avantor;;Annet;1300;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Felles;Vaskemiddel;;;Nei;1819875095;;;vaskemiddel;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Engangsvåtmopp, First price;;;Velg prioritet;Bestill;;Dagligvare;;;;;;Ingen avtale;Ikke vurdert;Nei;Felles;Vaskemiddel;;;Nei;9238120926;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Flaske: Plastflasker, blå kork;;;Velg prioritet;Bestill;282335;;;;;;;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;Blå;;Nei;5050975750;;;;;;ingen;Ingrid Lea Karlskås Jun 25, 2025 8:01 AM
Transfer Pipettes, engangs sterile;;;Velg prioritet;Bestill;612-6804;VWR Avantor;;;504;40 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;M/K;Forbruksutstyr / kit;500/pk;;Nei;9248104936;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Svaber: transportsvaber, amies med kull;;;Velg prioritet;Bestill;710-0434;VWR Avantor;;Annet;504;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mottaket;Prøvetakingsutstyr;50 stk/pk;;Nei;1819874920;mikro, lager;;Forsendelse av salmonella NVH;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Minisart gf bulk;;;Velg prioritet;Bestill;512-3220;VWR Avantor;;VWR;12675;;25.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;M/K;Forbruksutstyr / kit;;;Nei;1832874563;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Credits SenseAnywhere (50);;;Velg prioritet;Bestill;620-2430;VWR Avantor;;;;20 % (men dette må legges inn som kommentar når man bestiller. Henvises til Anette Rokne.;;Ingen avtale;Ikke vurdert;Nei;M/K;;1;50;Nei;9899451697;;;Vi får 20% rabatt hvis vi legger det inn i kommentarfelt og henviser til Anette Rokne ved bestilling.;;;ingen;blank Aug 26, 2025 2:24 PM
;;327;;;;;;;121765,56;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mikro utstyr;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;Subitems;1.Bestill antall;2.Velg prioritet;3.Klikk her;Best.nr.;Leverandør;Valg leverandør;Produsent;Pris inkl. rabatt;% rabatt;Pris-sjekk Sign.;Prisavtale;Vurdering pris;Varetelling;Avd.;Kategori;Forpakning;Enhet per pk;Fastbestilling;Kartotek ID;Plassering;Link /vedlegg;Kommentar;Merking/Sertifikat;Sikkerhet*;EK ref.;Last Updated
Mikroskopering: Dekkglass;;;Velg prioritet;Bestill;;;;Annet;;;;Ingen avtale;Ikke vurdert;Ja;Mikro;Utstyr / reservedeler;200/pk;;Nei;1819875077;mikro, avlesning;;22x22mm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Filteroppsats: reservedeler (hendel/pakninger);;;Velg prioritet;Bestill;MISP00014;Merck;Primær leverandør;Millipore;1300;;24.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;1819874745;mikro, vann;;Filtrering;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 9:07 AM
Mikroskopering: Objektglass;;;Velg prioritet;Bestill;631-1554;VWR Avantor;;Annet;84;%;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Forbruksutstyr / kit;50/pk;;Nei;1819874772;mikro, avlesning;;Frostet ende (hvit), 76x26 mm, skåret kant;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Microfil supp stainless steel frit;;;Velg prioritet;Bestill;MISP00002;Merck;Primær leverandør;Annet;623;;24.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;1819875176;;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 9:07 AM
Microfil funnel dispenser 100ml;;;Velg prioritet;Bestill;MIACFD101;Merck;Primær leverandør;Annet;15014;;24.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 EA;;Nei;1819875154;;;100ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 9:07 AM
Målesylinder Duran kl A 100ml;;;Velg prioritet;Bestill;612-3050;VWR Avantor;;Annet;343;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 stk;;Nei;1819875094;mikro;;100ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Spredere (vinkelstav);;1;Velg prioritet;Bestill;612-2652;VWR Avantor;;Annet;1000;0 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Utstyr / reservedeler;5/pose - 1000/eske;;Nei;1819875073;mikro, lab;;T-form, steril, peel pouch;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Dispenser, Optifix 10 ml;;;Velg prioritet;Bestill;612-2114;VWR Avantor;;Annet;7055;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;1819875049;mikro, NM;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Autoklav, Pressure regulator;;;Velg prioritet;Bestill;481-0722;VWR Avantor;;Annet;245;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;1819874826;;;Instrument Resevedeler;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Autoklav, LID's gasket;;;Velg prioritet;Bestill;481-0719;VWR Avantor;;Annet;420;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 stk;;Nei;1819874800;;;Instrument Resevedeler;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Gassbrenner Flameboy med 3 dyser - utgått vare;;;Velg prioritet;Bestill;451-0020;VWR Avantor;;Annet;;;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 stk;;Nei;1819875198;mikro, lab;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Magnet til magnetrører;;;Velg prioritet;Bestill;442-0270;VWR Avantor;;Annet;490;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;10stk;;Nei;1819875179;mikro, medierom;;35mm x 10mm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Pinsett - med klo;;;Velg prioritet;Bestill;232-004;VWR Avantor;;Annet;;;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;1819875076;mikro;;med klo;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Slange: Silicon, autoklaverbar;;;Velg prioritet;Bestill;228-0718;VWR Avantor;;Annet;2250;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Utstyr / reservedeler;Brukes til fortynningsvann;;Nei;1819875039;;;6mm, 9mm, 1,5mm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Duran 2000 ml blåkorkflaske glass;;;Velg prioritet;Bestill;215-1596;VWR Avantor;;Annet;623;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 stk;;Nei;5192265826;mikro;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Duran 1000 ml blåkorkflaske glass;;30;Velg prioritet;Bestill;215-1517;VWR Avantor;;Annet;262,5;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;10stk/eske;;Nei;1819875016;mikro, vaskerom;;1000 ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Blyring, vekt til mediekolber;;;Velg prioritet;Bestill;214-1943;VWR Avantor;;Annet;440;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 stk;;Nei;1819874989;mikro, vann;;Lukket;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Erlenmeyerkolbe 250 ml;;1;Velg prioritet;Bestill;214-1132;VWR Avantor;;Annet;717,5;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;10/pk;1;Nei;1743098238;medierom;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Målemugge PP preget blå gradering;;;Velg prioritet;Bestill;213-3735;VWR Avantor;;Annet;224;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 stk;;Nei;1819874918;;;3000ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Reagensglass, durham-rør;;;Velg prioritet;Bestill;212-1116;VWR Avantor;;Annet;1557;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Utstyr / reservedeler;100/eske;;Nei;1819874863;;;Uten kant;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Trådstativ stål;;;Velg prioritet;Bestill;212-0532;VWR Avantor;;Annet;1600;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1stk;;Nei;1819874836;mikro, lab;;19mmx 10 hull h 85mm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Mikrorørstativ, 96 hull;;;Velg prioritet;Bestill;211-0218;VWR Avantor;;Annet;795;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;5/pk;;Nei;1819874749;mikro, vaskerom;;Assorterte farger;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
DiluFlow Standard med Dobbelpumpe;;;Velg prioritet;Bestill;12547;Labolytic;;Annet;45149;;;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 stk;;Nei;1819875013;mikro, veiebenk;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
pH-elektrode SenTix® Sur (flate overflater);;;Velg prioritet;Bestill;103646 / 662-1318;VWR Avantor;;Annet;4425;25 %;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;1819874790;mikro, medierom;;pH på overflate;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
GeckoGrip® (set of 10 adhesives);;;Velg prioritet;Bestill;INSC505009;VWR Avantor;;INTERSCIENCE;1650;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Utstyr / reservedeler;10;;Nei;3210936416;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Pipetboy, filter, sterilt 0,45 µm;;;Velg prioritet;Bestill;612-0925;VWR Avantor;;Integra Biosciences;185;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Utstyr / reservedeler;1;1;Nei;6755779136;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Anaerobic jar;;;Velg prioritet;Bestill;1136810001;Merck;;;2120;;24.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;4286926458;;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Erlenmeyerkolbe 550 ml;;;Velg prioritet;Bestill;214-1133;VWR Avantor;;Annet;910;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;10/pk;1;Nei;5193036721;medierom;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Reagensrørstativ rustfritt stål 5 x 10, 17mm;;;Velg prioritet;Bestill;Z-600;Ivar Holte;;Delta Lab;0;;;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;10;Nei;8189164735;mikro, vaskerom;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Ez-stream universal pump;;;Velg prioritet;Bestill;EZSTREAM1;Merck;Primær leverandør;Millipore;15290;;24.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;1819874830;;;;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 9:07 AM
Ezfit manifold removable porous filter s;;;Velg prioritet;Bestill;EZFITFRIT3;Merck;Primær leverandør;Annet;780;;24.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;;;Nei;1819874753;;;S;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 9:07 AM
Smitteboks: Multi-Safe euroMatic®, 4000 ml;;;Velg prioritet;Bestill;77.3897.040;NorEngros;;Annet;55;;29.07.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Forbruksutstyr / kit;1 stk;;Nei;1819874796;;;24,5x13x13 cm (erstatte 7000 ml?);;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Smitteboks: Multi-Safe quick, 500 ml;;;Velg prioritet;Bestill;77.3891.005;NorEngros;;Annet;15;;29.07.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Forbruksutstyr / kit;170/eske;;Nei;1819875181;;;H:12,1 cm, Ø:7,9 cm (erstatte 1000  ml?);;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Smitteboks: Multi-Safe euroMatic®, 7000 ml;;;Velg prioritet;Bestill;77.3897.070;NorEngros;;Annet;62;;29.07.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Forbruksutstyr / kit;34/eske;;Nei;1819874817;mikro, lager;;39x13x13 cm;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Bottle-top dispenser;;;Velg prioritet;Bestill;613-5233;VWR Avantor;;Annet;6980;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1stk;;Nei;1819874747;;;1,0-10ml;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Macro Pipette Controller;;;Velg prioritet;Bestill;612-1932;VWR Avantor;;Annet;1505,75;?;18.06.25 ILK;Ingen avtale;Ikke vurdert;Nei;Mikro;Utstyr / reservedeler;1 stk;;Nei;1819875029;;;0.1-200ML B;;;n/a;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Filteroppsats: reservedeler (pakninger);;;Velg prioritet;Bestill;MISP0011;Merck;;;;;;Ingen avtale;Ikke vurdert;Nei;Mikro;Forbruksutstyr / kit;Filtrering;;Nei;1832874774;mikro, vann;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
Petriskåler;;;Velg prioritet;Bestill;391-0865;VWR Avantor;;VWR;1695;;24.06.25 ILK;Ingen avtale;Ikke vurdert;Ja;Mikro;Forbruksutstyr / kit;57 mm;1080;Nei;1832874335;mikro, lager;;;;;ingen;Ingrid Lea Karlskås Aug 14, 2025 8:58 AM
